m/z,Rel. Intens.
656.195,0.324
659.5,0.124
672.089,0.021
672.473,0.018
673.395,0.084
687.419,0.024
699.411,0.024
704.385,0.07
709.392,0.036
714.445,0.03
731.404,0.022
733.396,0.021
774.399,0.131
781.451,0.241
783.413,0.033
788.421,0.021
799.504,0.25
802.424,0.035
805.434,0.07
817.486,0.044
821.487,0.027
825.475,0.06
830.455,0.022
831.441,0.092
836.421,0.019
853.448,0.027
869.537,0.294
871.508,0.102
873.463,0.376
894.515,0.056
896.468,0.034
900.453,0.027
912.51,0.024
930.495,0.027
972.505,0.038
976.529,0.046
983.534,0.51
989.566,0.03
1005.508,0.027
1008.582,0.152
1012.6,0.726
1031.542,0.316
1033.562,0.104
1034.553,0.123
1047.524,0.044
1053.515,0.019
1069.603,0.018
1074.539,0.042
1080.611,0.283
1090.585,0.028
1102.603,0.031
1104.585,0.096
1114.615,0.025
1132.628,0.026
1152.64,0.104
1156.702,0.214
1157.667,0.274
1160.606,0.069
1167.673,0.084
1174.647,0.067
1178.708,0.16
1180.653,0.025
1196.608,0.044
1199.673,0.412
1215.673,0.259
1217.666,0.038
1221.684,0.217
1226.575,0.575
1230.709,0.095
1235.652,0.127
1237.666,0.049
1244.748,0.095
1248.565,0.031
1252.706,0.088
1257.686,0.044
1275.711,0.244
1283.593,0.106
1284.799,0.138
1286.603,0.052
1299.6,0.324
1301.687,1.0
1306.809,0.105
1308.631,0.023
1311.74,0.056
1313.747,0.077
1319.686,0.025
1321.576,0.024
1323.657,0.097
1341.677,0.02
1352.698,0.155
1358.706,0.028
1363.7,0.027
1366.795,0.12
1372.743,0.021
1380.733,0.057
1386.735,0.095
1400.693,0.026
1402.737,0.034
1408.758,0.066
1422.695,0.033
1427.694,0.058
1439.836,0.097
1453.746,0.035
1488.735,0.019
1504.721,0.019
1514.851,0.019
1552.745,0.05
1579.864,0.018
1590.836,0.026
1612.821,0.029
1634.837,0.032
1641.914,0.262
1660.81,0.018
1679.807,0.018
1694.84,0.03
1716.92,0.877
1719.268,0.057
1724.008,0.035
1738.906,0.069
1752.985,0.03
1773.951,0.019
1779.834,0.108
1801.823,0.035
1805.983,0.046
1815.925,0.023
1827.977,0.017
1857.982,0.021
1874.953,0.02
1883.0,0.051
1884.472,0.016
1933.003,0.022
1954.99,0.023
2016.161,0.19
2033.106,0.026
2038.155,0.024
2081.115,0.085
2155.169,0.019
2185.164,0.048
2202.212,0.06
2279.241,0.024
2295.268,0.054
2334.394,0.017
2350.248,0.199
2372.238,0.299
2394.222,0.015
2407.355,0.108
2429.298,0.01
2451.388,0.056
2455.323,0.013
2513.466,0.015
2535.465,0.059
2645.596,0.0080
2982.639,0.011
3349.93,0.0040
3351.748,0.0070
